release_year,release_era,achievements,achievements_missing,original_price,is_free,developer,publisher,genre_action,genre_adventure,genre_casual,genre_indie,genre_rpg,genre_simulation,genre_strategy,genre_sports,genre_racing,genre_free_to_play,genre_massively_multiplayer,genre_early_access,genre_utilities,tag_action,tag_indie,tag_adventure,tag_rpg,tag_strategy,tag_casual,tag_simulation,tag_sports,tag_racing,tag_multiplayer,tag_fps,tag_shooter,tag_singleplayer,success
2016.0,2014-2016,11.0,0,2.99,0,Lee Sang,"Sometimes You,Sometimes You",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,5000.0,0,1.99,0,G. Malta,"VRS,VRS",0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2016.0,2014-2016,26.0,0,9.99,0,Game Swing,"Curve Digital,Curve Digital",1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
2018.0,2017-2019,8.0,0,4.99,0,Fabio Cunha,"Fabio Cunha,Fabio Cunha",1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2019.0,2017-2019,27.0,0,0.99,0,Moraes Studio,"Moraes Studio,Moraes Studio",1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2017.0,2017-2019,35.0,0,29.99,0,"Tozai Games, Inc.,O-TWO inc.","Square Enix,Square Enix",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,,1,9.99,0,Team Train Frontier,"Team Train Frontier,Team Train Frontier",0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
2016.0,2014-2016,162.0,0,19.99,0,"CFK Co., Ltd.","CFK Co., Ltd.,CFK Co., Ltd.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
2014.0,2014-2016,,1,1.99,0,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)","WB Games,Feral Interactive (Mac),Feral Interactive (Linux),WB Games,Feral Interactive (Mac),Feral Interactive (Linux)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018.0,2017-2019,30.0,0,7.99,0,Denis Rudoy,"Denis Rudoy,Denis Rudoy",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2016.0,2014-2016,37.0,0,12.99,0,Illuminated Games,"AAD Productions,AAD Productions",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2015.0,2014-2016,10.0,0,0.99,0,Spiral Game Studios,"DANKIE,DANKIE",1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
2018.0,2017-2019,11.0,0,0.99,0,PixelGreeds,"PixelGreeds,PixelGreeds",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2015.0,2014-2016,,1,5.99,0,Milestone S.r.l.,"Milestone S.r.l.,Milestone S.r.l.",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2011.0,2011-2013,,1,19.99,0,Blackhole,"Ubisoft,Ubisoft",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1
2016.0,2014-2016,38.0,0,14.99,0,Drakhar Studio,"BadLand Publishing,BadLand Publishing",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
2016.0,2014-2016,116.0,0,9.99,0,LOVIGAME,"LOVIGAME,LOVIGAME",1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2007.0,2006-2010,11.0,0,9.99,0,"Eric Hartman,Ben Garney,Anthony Rotondo","Step 1 Games LLC,Step 1 Games LLC",1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1
2006.0,2006-2010,,1,6.99,0,Idigicon,"KISS ltd,KISS ltd",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,,1,9.99,0,CI Games,"CI Games,CI Games",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,2006-2010,,1,19.99,0,TT Games,"Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
2018.0,2017-2019,,1,,0,"Obsidian Entertainment,MY.GAMES","MY.GAMES,MY.GAMES",1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
2013.0,2011-2013,18.0,0,6.99,0,"Koboldgames,Daedalic Entertainment","Daedalic Entertainment,Daedalic Entertainment",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
2016.0,2014-2016,,1,11.99,0,Zinertek,"Dovetail Games - Flight,Dovetail Games - Flight",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014.0,2014-2016,21.0,0,4.99,0,Tortuga Team,"Tortuga Team,Tortuga Team",0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
2012.0,2011-2013,,1,14.99,0,"Flashback Games,The Lordz Games Studio","Slitherine Ltd.,Slitherine Ltd.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,10.0,0,9.99,0,"The Chinese Room,Robert Briscoe","The Chinese Room,The Chinese Room",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
2016.0,2014-2016,13.0,0,4.99,0,Empty Clip Studios,"Deep Silver,Deep Silver",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,7.0,0,0.99,0,oblomysh,"oblomysh,oblomysh",1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2017.0,2017-2019,,1,7.99,0,Ubisoft Montreal,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,24.0,0,16.99,0,Hidden Achievement LLC,"Hidden Achievement LLC,Hidden Achievement LLC",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2015.0,2014-2016,,1,1.99,0,AMPLITUDE Studios,"SEGA,SEGA",0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2018.0,2017-2019,37.0,0,3.99,0,Yfrit Games,"Yfrit Games,Yfrit Games",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2019.0,2017-2019,,1,5.99,0,Pillow's Willow,"Pillow's Willow,Pillow's Willow",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2016.0,2014-2016,,1,19.96,0,Waynetron,"Waynetron,Waynetron",1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2016.0,2014-2016,12.0,0,,0,Creobit,"8Floor,8Floor",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2016.0,2014-2016,9.0,0,,0,SolarByte,"SolarByte,SolarByte",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017.0,2017-2019,30.0,0,29.99,0,"IDEA FACTORY,COMPILE HEART","Idea Factory International,Idea Factory International",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
2018.0,2017-2019,70.0,0,,0,Creoteam,"Creoteam,Creoteam",0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
2017.0,2017-2019,156.0,0,0.99,0,Rafael Farias,"Fiassink Games,Fiassink Games",1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
2015.0,2014-2016,,1,0.99,0,Microblast Games,"Microblast Games,Microblast Games",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
2012.0,2011-2013,,1,6.99,0,Core Design,"Square Enix,Square Enix",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2016.0,2014-2016,38.0,0,6.99,0,Immersed Games,"Immersed Games,Immersed Games",0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2017.0,2017-2019,,1,29.99,0,Wolfire Games,"Wolfire Games,Wolfire Games",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
2019.0,2017-2019,,1,18.99,0,"Rockwell Studios, LLC","Rockwell Studios, LLC,Rockwell Studios, LLC",0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
2016.0,2014-2016,7.0,0,12.99,0,FIGHT4DREAM LIMITED,"FIGHT4DREAM LIMITED,FIGHT4DREAM LIMITED",1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2014.0,2014-2016,17.0,0,14.99,0,Lostwood,"Lostwood,Lostwood",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2015.0,2014-2016,,1,39.99,0,Thomson Interactive,"Dovetail Games - Trains,Dovetail Games - Trains",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
2013.0,2011-2013,,1,,0,"Gearbox Software,Aspyr (Mac),Aspyr (Linux)","2K,Aspyr (Mac),Aspyr (Linux),2K,Aspyr (Mac),Aspyr (Linux)",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,79.0,0,,0,Choice of Games,"Choice of Games,Choice of Games",0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2015.0,2014-2016,22.0,0,3.99,0,Antiproto,"Antiproto,Antiproto",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013.0,2011-2013,,1,9.99,0,Sixteen Tons Entertainment,"Sixteen Tons Entertainment,Sixteen Tons Entertainment",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
2019.0,2017-2019,12.0,0,13.99,0,maJAJa,"maJAJa,maJAJa",1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
2015.0,2014-2016,15.0,0,3.99,0,Mommy's Best Games,"Mommy's Best Games,Mommy's Best Games",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2012.0,2011-2013,10.0,0,7.99,0,Kyle Pulver,"Kyle Pulver,Kyle Pulver",0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2017.0,2017-2019,94.0,0,2.99,0,SeekSick6,"SeekSick6,SeekSick6",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016.0,2014-2016,,1,2.99,0,EnsenaSoft,"EnsenaSoft,EnsenaSoft",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2014.0,2014-2016,14.0,0,5.99,0,QUICKTEQUILA,"tinyBuild,tinyBuild",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1
2016.0,2014-2016,,1,19.99,0,Alersteam,"GrabTheGames,GrabTheGames",1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
2016.0,2014-2016,,1,9.99,0,Wilderness Journal Games,"Wilderness Journal Games,Wilderness Journal Games",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
2019.0,2017-2019,23.0,0,19.99,0,Plukit,"Humble Bundle,Humble Bundle",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
2016.0,2014-2016,12.0,0,4.99,0,dadako,"13AM Shipping Solutions,13AM Games,13AM Shipping Solutions,13AM Games",1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2018.0,2017-2019,,1,24.99,0,Dovetail Games,"Dovetail Games - TSW,Dovetail Games - TSW",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014.0,2014-2016,,1,5.99,0,Breakfall,"Breakfall,Breakfall",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
2014.0,2014-2016,25.0,0,2.99,0,Anthony Case,"Caiysware,Caiysware",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2008.0,2006-2010,,1,19.99,0,EA Redwood Shores,"Electronic Arts,Electronic Arts",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2015.0,2014-2016,13.0,0,9.99,0,"Mediatonic,The Irregular Corporation","Devolver Digital,Devolver Digital",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2012.0,2011-2013,,1,9.99,0,Radical Entertainment,"Activision,Activision",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,2006-2010,18.0,0,,0,"Callipygian Games, LLC","Callipygian Games, LLC,Callipygian Games, LLC",0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
2015.0,2014-2016,12.0,0,4.99,0,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.,INTI CREATES CO., LTD.",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2012.0,2011-2013,,1,,0,Flying Wild Hog,"Good Shepherd Entertainment,Good Shepherd Entertainment",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.0,2017-2019,,1,2.99,0,Orange_Juice,"Fruitbat Factory,Fruitbat Factory",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2015.0,2014-2016,,1,6.99,0,bluffman,"AGM PLAYISM,AGM PLAYISM",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2017.0,2017-2019,,1,3.99,0,Ludovic Lafferayrie,"Ludovic Lafferayrie,Ludovic Lafferayrie",0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2018.0,2017-2019,,1,,0,DYNAMICNEXT,"DYNAMICNEXT,DYNAMICNEXT",0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
2014.0,2014-2016,,1,4.99,0,Gamesare,"Clickteam,Clickteam",1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,,1,0.99,0,Dio Alias Games,"Dio Alias Games,Dio Alias Games",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2017.0,2017-2019,,1,0.99,0,Freedomize Studio,"Freedomize Studio,Freedomize Studio",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2016.0,2014-2016,17.0,0,0.99,0,Nickervision Studios,"Nickervision Studios,Nickervision Studios",1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1
2017.0,2017-2019,10.0,0,0.99,0,SmartHart Games,"SmartHart Games,SmartHart Games",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016.0,2014-2016,25.0,0,19.99,0,Anima Project,"BadLand Publishing,BadLand Publishing",1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
2016.0,2014-2016,,1,3.99,0,GK,"GK,AEY Inc.,GK,AEY Inc.",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
2017.0,2017-2019,,1,4.99,0,Rocwise Entertainment,"Rocwise Entertainment,Rocwise Entertainment",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
2018.0,2017-2019,,1,0.0,1,"64k,BARCHboi","64k,64k",1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2018.0,2017-2019,,1,4.99,0,Corpix Lab,"Corpix Lab,Corpix Lab",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
2019.0,2017-2019,96.0,0,19.99,0,HandyGames,"HandyGames,HandyGames",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2019.0,2017-2019,20.0,0,24.77,0,Snkl Studio,"Snkl Studio,Snkl Studio",1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
2017.0,2017-2019,2.0,0,,0,hishapes,"hishapes,hishapes",1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0
2011.0,2011-2013,,1,19.99,0,Ageod,"Slitherine Ltd.,Slitherine Ltd.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
2018.0,2017-2019,,1,29.99,0,"QLOC,DIMPS","BANDAI NAMCO Entertainment,BANDAI NAMCO Entertainment",1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
2018.0,2017-2019,,1,110.61,0,Casual.US,"Casual.US,Casual.US",0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2015.0,2014-2016,38.0,0,9.99,0,Shorebound Studios,"Shorebound Studios,Shorebound Studios",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2018.0,2017-2019,,1,10.99,0,Idyl,"Idyl,Idyl",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2014.0,2014-2016,,1,3.99,0,773,"Nyu Media,Nyu Media",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016.0,2014-2016,,1,2.99,0,Targon Studios,"Aaron Legault,Aaron Legault",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2019.0,2017-2019,,1,0.99,0,RewindApp,"RewindApp,RewindApp",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0
2015.0,2014-2016,,1,3.99,0,Stardock Entertainment,"Stardock Entertainment,Stardock Entertainment",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2015.0,2014-2016,,1,9.99,0,Roman Makhmutov,"Roman Makhmutov,Roman Makhmutov",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2019.0,2017-2019,1.0,0,0.99,0,STREAMWORKS,"STREAMWORKS,STREAMWORKS",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2016.0,2014-2016,7.0,0,2.99,0,Stately Snail,"Stately Snail,Stately Snail",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2014.0,2014-2016,20.0,0,4.99,0,Wonderfling,"Digital Tribe,Digital Tribe",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2019.0,2017-2019,42.0,0,9.99,0,Sonic Team,"SEGA,SEGA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2017.0,2017-2019,5000.0,0,1.99,0,G. Malta,"VRS,VRS",0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2017.0,2017-2019,34.0,0,9.99,0,BottleCube inc.,"BottleCube inc.,BottleCube inc.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2017.0,2017-2019,36.0,0,29.99,0,"Idea Factory,Design Factory","Idea Factory International,Idea Factory International",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2017.0,2017-2019,23.0,0,7.99,0,Satur Entertainment,"Satur Entertainment,Satur Entertainment",1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0
2017.0,2017-2019,,1,19.99,0,Nadeo,"Ubisoft,Ubisoft",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2015.0,2014-2016,,1,39.99,0,Squad,"Private Division ,Private Division ",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1
2015.0,2014-2016,23.0,0,2.99,0,Geek Sloth Games,"Geek Sloth Games,Geek Sloth Games",1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2017.0,2017-2019,,1,24.99,0,Mythical City Games,"LNG Studios,LNG Studios",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2013.0,2011-2013,,1,1.99,0,Ninja Theory,"Capcom,Capcom",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017.0,2017-2019,50.0,0,14.99,0,"Batterystaple Games,Fire Hose Games","Batterystaple Games,Batterystaple Games",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
2018.0,2017-2019,,1,12.99,0,Pixile,"Pixile,Pixile",1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1
2018.0,2017-2019,22.0,0,16.99,0,Wx3 Labs,"Wx3 Labs,Wx3 Labs",1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2018.0,2017-2019,184.0,0,13.86,0,Crew Lab,"Crew Lab,Crew Lab",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2010.0,2006-2010,19.0,0,4.99,0,Terry Cavanagh,"Terry Cavanagh,Terry Cavanagh",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
2010.0,2006-2010,,1,4.99,0,SoftLab-NSK,"1C Entertainment,1C Entertainment",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016.0,2014-2016,16.0,0,5.99,0,Caravel Games,"Caravel Games,Caravel Games",0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2018.0,2017-2019,,1,19.99,0,Square Enix,"Square Enix,Square Enix",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019.0,2017-2019,,1,,0,NMC Studios,"Skybound Games,Skybound Games",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
